Scientific_Name,Common_Name,name,label,Indicator_Status
Spartina densiflora,Dense-Flower Cord Grass,Spartina densiflora,Spartina densiflora - Dense Flower Cord Grass,OBL
Spartina gracilis,Alkali Cord Grass,Spartina gracilis,Spartina gracilis - Alkali Cord Grass,FACW
Spartina patens,Salt-Meadow Cord Grass,Spartina patens,Spartina patens - Salt Meadow Cord Grass,FACW
Spartina pectinata,Freshwater Cord Grass,Spartina pectinata,Spartina pectinata - Freshwater Cord Grass,FACW
Spartina spartinae,Gulf Cord Grass,Spartina spartinae,Spartina spartinae - Gulf Cord Grass,FAC
Spergularia diandra,Alkali Sandspurry,Spergularia diandra,Spergularia diandra - Alkali Sandspurry,FACW
Spergularia echinosperma,Bristle-Seed Sandspurry,Spergularia echinosperma,Spergularia echinosperma - Bristle Seed Sandspurry,OBL
Spergularia marina,Saltmarsh Sandspurry,Spergularia marina,Spergularia marina - Saltmarsh Sandspurry,OBL
Spergularia media,Satin-Flower,Spergularia media,Spergularia media - Satin Flower,FACU
Spergularia platensis,La Plata Sandspurry,Spergularia platensis,Spergularia platensis - La Plata Sandspurry,FACW
Spergularia rubra,Ruby Sandspurry,Spergularia rubra,Spergularia rubra - Ruby Sandspurry,FACU
Spermacoce glabra,Smooth False Buttonweed,Spermacoce glabra,Spermacoce glabra - Smooth False Buttonweed,FACW
Spermacoce tenuior,Slender False Buttonweed,Spermacoce tenuior,Spermacoce tenuior - Slender False Buttonweed,FACW
Spermolepis divaricata,Rough-Fruit Scaleseed,Spermolepis divaricata,Spermolepis divaricata - Rough Fruit Scaleseed,FACW
Spermolepis echinata,Bristly-Fruit Scaleseed,Spermolepis echinata,Spermolepis echinata - Bristly Fruit Scaleseed,FACU
Sphaerophysa salsula,Red Bladder-Vetch,Sphaerophysa salsula,Sphaerophysa salsula - Red Bladder Vetch,FACU
Sphenoclea zeylanica,Chickenspike,Sphenoclea zeylanica,Sphenoclea zeylanica - Chickenspike,OBL
Sphenopholis filiformis,Long-Leaf Wedgescale,Sphenopholis filiformis,Sphenopholis filiformis - Long Leaf Wedgescale,FAC
Sphenopholis intermedia,Slender Wedgescale,Sphenopholis intermedia,Sphenopholis intermedia - Slender Wedgescale,FAC
Sphenopholis nitida,Shiny Wedgescale,Sphenopholis nitida,Sphenopholis nitida - Shiny Wedgescale,UPL
Sphenopholis obtusata,Prairie Wedgescale,Sphenopholis obtusata,Sphenopholis obtusata - Prairie Wedgescale,FAC
Spinulum annotinum,Interrupted Club-Moss,Spinulum annotinum,Spinulum annotinum - Interrupted Club Moss,FAC
Spiraea alba,White Meadowsweet,Spiraea alba,Spiraea alba - White Meadowsweet,FACW
Spiraea betulifolia,Shiny-Leaf Meadowsweet,Spiraea betulifolia,Spiraea betulifolia - Shiny Leaf Meadowsweet,FACU
Spiraea tomentosa,Steeplebush,Spiraea tomentosa,Spiraea tomentosa - Steeplebush,FACW
Spiranthes brevilabris,Texas Ladies'-Tresses,Spiranthes brevilabris,Spiranthes brevilabris - Texas Ladies' Tresses,FAC
Spiranthes cernua,White Nodding Ladies'-Tresses,Spiranthes cernua,Spiranthes cernua - White Nodding Ladies' Tresses,FACW
Spiranthes diluvialis,Diluvim Ladies'-Tresses,Spiranthes diluvialis,Spiranthes diluvialis - Diluvim Ladies' Tresses,FACW
Spiranthes lacera,Northern Slender Ladies'-Tresses,Spiranthes lacera,Spiranthes lacera - Northern Slender Ladies' Tresses,FAC
Spiranthes laciniata,Lace-Lip Ladies'-Tresses,Spiranthes laciniata,Spiranthes laciniata - Lace Lip Ladies' Tresses,OBL
Spiranthes lucida,Shining Ladies'-Tresses,Spiranthes lucida,Spiranthes lucida - Shining Ladies' Tresses,FACW
Spiranthes magnicamporum,Great Plains Ladies'-Tresses,Spiranthes magnicamporum,Spiranthes magnicamporum - Great Plains Ladies' Tresses,FAC
Spiranthes odorata,Marsh Ladies'-Tresses,Spiranthes odorata,Spiranthes odorata - Marsh Ladies' Tresses,OBL
Spiranthes ovalis,October Ladies'-Tresses,Spiranthes ovalis,Spiranthes ovalis - October Ladies' Tresses,FAC
Spiranthes praecox,Green-Vein Ladies'-Tresses,Spiranthes praecox,Spiranthes praecox - Green Vein Ladies' Tresses,FACW
Spiranthes romanzoffiana,Hooded Ladies'-Tresses,Spiranthes romanzoffiana,Spiranthes romanzoffiana - Hooded Ladies' Tresses,OBL
Spiranthes tuberosa,Little Ladies'-Tresses,Spiranthes tuberosa,Spiranthes tuberosa - Little Ladies' Tresses,UPL
Spiranthes vernalis,Spring Ladies'-Tresses,Spiranthes vernalis,Spiranthes vernalis - Spring Ladies' Tresses,FACW
Spirodela polyrhiza,Common Duckmeat,Spirodela polyrhiza,Spirodela polyrhiza - Common Duckmeat,OBL
Sporobolus airoides,Alkali-Sacaton,Sporobolus airoides,Sporobolus airoides - Alkali Sacaton,FAC
Sporobolus cryptandrus,Sand Dropseed,Sporobolus cryptandrus,Sporobolus cryptandrus - Sand Dropseed,FACU
Sporobolus diandrus,Tussock Dropseed,Sporobolus diandrus,Sporobolus diandrus - Tussock Dropseed,UPL
Sporobolus domingensis,Coral Dropseed,Sporobolus domingensis,Sporobolus domingensis - Coral Dropseed,FACU
Sporobolus flexuosus,Mesa Dropseed,Sporobolus flexuosus,Sporobolus flexuosus - Mesa Dropseed,FAC
Sporobolus giganteus,Giant Dropseed,Sporobolus giganteus,Sporobolus giganteus - Giant Dropseed,UPL
Sporobolus heterolepis,Prairie Dropseed,Sporobolus heterolepis,Sporobolus heterolepis - Prairie Dropseed,UPL
Sporobolus indicus,Smut Grass,Sporobolus indicus,Sporobolus indicus - Smut Grass,FACU
Sporobolus neglectus,Small Dropseed,Sporobolus neglectus,Sporobolus neglectus - Small Dropseed,UPL
Sporobolus pyramidatus,Target Dropseed,Sporobolus pyramidatus,Sporobolus pyramidatus - Target Dropseed,FAC
Sporobolus texanus,Texas Dropseed,Sporobolus texanus,Sporobolus texanus - Texas Dropseed,FAC
Sporobolus virginicus,Seashore Dropseed,Sporobolus virginicus,Sporobolus virginicus - Seashore Dropseed,FACW
Sporobolus wrightii,Wright's Dropseed,Sporobolus wrightii,Sporobolus wrightii - Wright's Dropseed,FAC
Stachys crenata,Mouse's-Ear,Stachys crenata,Stachys crenata - Mouse's Ear,FAC
Stachys floridana,Florida Hedge-Nettle,Stachys floridana,Stachys floridana - Florida Hedge Nettle,FAC
Stachys pilosa,Hairy Hedge-Nettle,Stachys pilosa,Stachys pilosa - Hairy Hedge Nettle,FACW
Stachys tenuifolia,Smooth Hedge-Nettle,Stachys tenuifolia,Stachys tenuifolia - Smooth Hedge Nettle,FACW
Staphylea trifolia,American Bladdernut,Staphylea trifolia,Staphylea trifolia - American Bladdernut,FAC
Steinchisma hians,Gaping Grass,Steinchisma hians,Steinchisma hians - Gaping Grass,FACW
Stellaria borealis,Boreal Starwort,Stellaria borealis,Stellaria borealis - Boreal Starwort,FACW
Stellaria calycantha,Northern Bog Starwort,Stellaria calycantha,Stellaria calycantha - Northern Bog Starwort,FACW
Stellaria crassifolia,Fleshy Starwort,Stellaria crassifolia,Stellaria crassifolia - Fleshy Starwort,OBL
Stellaria crispa,Ruffled Starwort,Stellaria crispa,Stellaria crispa - Ruffled Starwort,FACW
Stellaria cuspidata,Mexican Starwort,Stellaria cuspidata,Stellaria cuspidata - Mexican Starwort,FAC
Stellaria graminea,Grass-Leaf Starwort,Stellaria graminea,Stellaria graminea - Grass Leaf Starwort,FACU
Stellaria longifolia,Long-Leaf Starwort,Stellaria longifolia,Stellaria longifolia - Long Leaf Starwort,FACW
Stellaria longipes,Long-Stalk Starwort,Stellaria longipes,Stellaria longipes - Long Stalk Starwort,FACW
Stellaria media,Common Chickweed,Stellaria media,Stellaria media - Common Chickweed,FACU
Stellaria obtusa,Rocky Mountain Starwort,Stellaria obtusa,Stellaria obtusa - Rocky Mountain Starwort,FACW
Stellaria umbellata,Umbrella Starwort,Stellaria umbellata,Stellaria umbellata - Umbrella Starwort,FACW
Stenandrium dulce,Sweet Shaggytuft,Stenandrium dulce,Stenandrium dulce - Sweet Shaggytuft,FACW
Stenanthium densum,Osceola's-Plume,Stenanthium densum,Stenanthium densum - Osceola's Plume,FACW
Stenanthium gramineum,Eastern Featherbells,Stenanthium gramineum,Stenanthium gramineum - Eastern Featherbells,FAC
Stenanthium leimanthoides,Pine-Barren Featherbells,Stenanthium leimanthoides,Stenanthium leimanthoides - Pine Barren Featherbells,FACW
Stenotaphrum secundatum,St. Augustine Grass,Stenotaphrum secundatum,Stenotaphrum secundatum - St. Augustine Grass,FAC
Streptopus amplexifolius,Clasping Twistedstalk,Streptopus amplexifolius,Streptopus amplexifolius - Clasping Twistedstalk,FACW
Streptopus lanceolatus,Lance-Leaf Twistedstalk,Streptopus lanceolatus,Streptopus lanceolatus - Lance Leaf Twistedstalk,FAC
Strophostyles helvola,Trailing Fuzzy-Bean,Strophostyles helvola,Strophostyles helvola - Trailing Fuzzy Bean,FACU
Strophostyles umbellata,Pink Fuzzy-Bean,Strophostyles umbellata,Strophostyles umbellata - Pink Fuzzy Bean,FACU
Stuckenia filiformis,Slender-Leaf False Pondweed,Stuckenia filiformis,Stuckenia filiformis - Slender Leaf False Pondweed,OBL
Stuckenia pectinata,Sago False Pondweed,Stuckenia pectinata,Stuckenia pectinata - Sago False Pondweed,OBL
Stuckenia striata,Striped False Pondweed,Stuckenia striata,Stuckenia striata - Striped False Pondweed,OBL
Stuckenia vaginata,Sheathed False Pondweed,Stuckenia vaginata,Stuckenia vaginata - Sheathed False Pondweed,OBL
Stylisma aquatica,Water Dawnflower,Stylisma aquatica,Stylisma aquatica - Water Dawnflower,FACW
Stylisma pickeringii,Pickering's Dawnflower,Stylisma pickeringii,Stylisma pickeringii - Pickering's Dawnflower,FAC
Styrax americanus,American Snowbell,Styrax americanus,Styrax americanus - American Snowbell,FACW
Styrax grandifolius,Big-Leaf Snowbell,Styrax grandifolius,Styrax grandifolius - Big Leaf Snowbell,FAC
Styrax platanifolius,Sycamore-Leaf Snowbell,Styrax platanifolius,Styrax platanifolius - Sycamore Leaf Snowbell,FAC
Suaeda calceoliformis,Paiuteweed,Suaeda calceoliformis,Suaeda calceoliformis - Paiuteweed,FACW
Suaeda conferta,Beach Seepweed,Suaeda conferta,Suaeda conferta - Beach Seepweed,OBL
Suaeda linearis,Annual Seepweed,Suaeda linearis,Suaeda linearis - Annual Seepweed,OBL
Suaeda nigra,Shrubby Seepweed,Suaeda nigra,Suaeda nigra - Shrubby Seepweed,OBL
Suaeda occidentalis,Western Seepweed,Suaeda occidentalis,Suaeda occidentalis - Western Seepweed,FACW
Subularia aquatica,American Water-Awlwort,Subularia aquatica,Subularia aquatica - American Water Awlwort,OBL
Suckleya suckleyana,Poison Suckleya,Suckleya suckleyana,Suckleya suckleyana - Poison Suckleya,FACW
Suksdorfia violacea,Violet Mock Brookfoam,Suksdorfia violacea,Suksdorfia violacea - Violet Mock Brookfoam,FAC
Sullivantia hapemanii,Hapeman's Coolwort,Sullivantia hapemanii,Sullivantia hapemanii - Hapeman's Coolwort,FACW
Swertia perennis,Felwort,Swertia perennis,Swertia perennis - Felwort,FAC
Symphoricarpos albus,Common Snowberry,Symphoricarpos albus,Symphoricarpos albus - Common Snowberry,UPL
Symphoricarpos occidentalis,Western Snowberry,Symphoricarpos occidentalis,Symphoricarpos occidentalis - Western Snowberry,UPL
Symphoricarpos orbiculatus,Coral-Berry,Symphoricarpos orbiculatus,Symphoricarpos orbiculatus - Coral Berry,FACU
Symphyotrichum ascendens,Western American-Aster,Symphyotrichum ascendens,Symphyotrichum ascendens - Western American Aster,FACU
Symphyotrichum boreale,Boreal American-Aster,Symphyotrichum boreale,Symphyotrichum boreale - Boreal American Aster,OBL
Symphyotrichum bracteolatum,Bracted American-Aster,Symphyotrichum bracteolatum,Symphyotrichum bracteolatum - Bracted American Aster,FAC
Symphyotrichum ciliatum,Alkali American-Aster,Symphyotrichum ciliatum,Symphyotrichum ciliatum - Alkali American Aster,FACW
Symphyotrichum divaricatum,Lawn American-Aster,Symphyotrichum divaricatum,Symphyotrichum divaricatum - Lawn American Aster,OBL
Symphyotrichum dumosum,Rice Button American-Aster,Symphyotrichum dumosum,Symphyotrichum dumosum - Rice Button American Aster,FAC
Symphyotrichum ericoides,White Heath American-Aster,Symphyotrichum ericoides,Symphyotrichum ericoides - White Heath American Aster,FACU
Symphyotrichum eulae,Eula's American-Aster,Symphyotrichum eulae,Symphyotrichum eulae - Eula's American Aster,FAC
Symphyotrichum expansum,Desert American-Aster,Symphyotrichum expansum,Symphyotrichum expansum - Desert American Aster,OBL
Symphyotrichum falcatum,Rough White Prairie American-Aster,Symphyotrichum falcatum,Symphyotrichum falcatum - Rough White Prairie American Aster,FACU
Symphyotrichum foliaceum,Alpine Leafy-Head American-Aster,Symphyotrichum foliaceum,Symphyotrichum foliaceum - Alpine Leafy Head American Aster,UPL
Symphyotrichum frondosum,Leafy American-Aster,Symphyotrichum frondosum,Symphyotrichum frondosum - Leafy American Aster,FACW
Symphyotrichum laeve,Smooth Blue American-Aster,Symphyotrichum laeve,Symphyotrichum laeve - Smooth Blue American Aster,FACU
Symphyotrichum lanceolatum,White Panicled American-Aster,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum - White Panicled American Aster,FACW
Symphyotrichum lateriflorum,Farewell-Summer,Symphyotrichum lateriflorum,Symphyotrichum lateriflorum - Farewell Summer,FACW
Symphyotrichum novae-angliae,New England American-Aster,Symphyotrichum novae-angliae,Symphyotrichum novae angliae - New England American Aster,FACW
Symphyotrichum ontarionis,Ontario American-Aster,Symphyotrichum ontarionis,Symphyotrichum ontarionis - Ontario American Aster,FAC
Symphyotrichum pilosum,White Oldfield American-Aster,Symphyotrichum pilosum,Symphyotrichum pilosum - White Oldfield American Aster,FACU
Symphyotrichum porteri,Smooth White American-Aster,Symphyotrichum porteri,Symphyotrichum porteri - Smooth White American Aster,FACU
Symphyotrichum praealtum,Willow-Leaf American-Aster,Symphyotrichum praealtum,Symphyotrichum praealtum - Willow Leaf American Aster,FACW
Symphyotrichum puniceum,Purple-Stem American-Aster,Symphyotrichum puniceum,Symphyotrichum puniceum - Purple Stem American Aster,OBL
Symphyotrichum racemosum,Fragile-Stem American-Aster,Symphyotrichum racemosum,Symphyotrichum racemosum - Fragile Stem American Aster,FACW
Symphyotrichum robynsianum,Robyns' American-Aster,Symphyotrichum robynsianum,Symphyotrichum robynsianum - Robyns' American Aster,FACW
Symphyotrichum spathulatum,Mountain American-Aster,Symphyotrichum spathulatum,Symphyotrichum spathulatum - Mountain American Aster,FAC
Symphyotrichum squamatum,,Symphyotrichum squamatum,Symphyotrichum squamatum,OBL
Symphyotrichum subspicatum,Leafy-Bract American-Aster,Symphyotrichum subspicatum,Symphyotrichum subspicatum - Leafy Bract American Aster,FAC
Symphyotrichum subulatum,Seaside American-Aster,Symphyotrichum subulatum,Symphyotrichum subulatum - Seaside American Aster,OBL
Symplocarpus foetidus,Skunk-Cabbage,Symplocarpus foetidus,Symplocarpus foetidus - Skunk Cabbage,OBL
Symplocos tinctoria,Horsesugar,Symplocos tinctoria,Symplocos tinctoria - Horsesugar,FAC
Syringodium filiforme,Manatee-Grass,Syringodium filiforme,Syringodium filiforme - Manatee Grass,OBL
Tamarix aphylla,Athel Tamarisk,Tamarix aphylla,Tamarix aphylla - Athel Tamarisk,FACW
Tamarix chinensis,Five-Stamen Tamarisk,Tamarix chinensis,Tamarix chinensis - Five Stamen Tamarisk,FACW
Tamarix gallica,French Tamarisk,Tamarix gallica,Tamarix gallica - French Tamarisk,FACW
Tamarix parviflora,Small-Flower Tamarisk,Tamarix parviflora,Tamarix parviflora - Small Flower Tamarisk,FACW
Tanacetum vulgare,Common Tansy,Tanacetum vulgare,Tanacetum vulgare - Common Tansy,FACU
Taraxacum ceratophorum,Horned Dandelion,Taraxacum ceratophorum,Taraxacum ceratophorum - Horned Dandelion,UPL
Taraxacum officinale,Common Dandelion,Taraxacum officinale,Taraxacum officinale - Common Dandelion,FACU
Taraxia breviflora,Nested Goldeneggs,Taraxia breviflora,Taraxia breviflora - Nested Goldeneggs,FACU
Taraxia subacaulis,Spreading Goldeneggs,Taraxia subacaulis,Taraxia subacaulis - Spreading Goldeneggs,FACW
Tarenaya hassleriana,Pinkqueen,Tarenaya hassleriana,Tarenaya hassleriana - Pinkqueen,FAC
Tauschia texana,Texas Umbrella-Wort,Tauschia texana,Tauschia texana - Texas Umbrella Wort,FACW
Taxodium distichum,Southern Bald-Cypress,Taxodium distichum,Taxodium distichum - Southern Bald Cypress,OBL
Taxus brevifolia,Pacific Yew,Taxus brevifolia,Taxus brevifolia - Pacific Yew,FACU
Taxus canadensis,American Yew,Taxus canadensis,Taxus canadensis - American Yew,FAC
Tecoma stans,Yellow Trumpetbush,Tecoma stans,Tecoma stans - Yellow Trumpetbush,UPL
Tectaria heracleifolia,Broad Halberd Fern,Tectaria heracleifolia,Tectaria heracleifolia - Broad Halberd Fern,FACU
Tephroseris palustris,Clustered Marsh Squaw-Weed,Tephroseris palustris,Tephroseris palustris - Clustered Marsh Squaw Weed,FACW
Teucrium canadense,American Germander,Teucrium canadense,Teucrium canadense - American Germander,FACW
Teucrium cubense,Small Coastal Germander,Teucrium cubense,Teucrium cubense - Small Coastal Germander,FAC
Thalassia testudinum,Turtle-Grass,Thalassia testudinum,Thalassia testudinum - Turtle Grass,OBL
Thalia dealbata,Powdery Alligator-Flag,Thalia dealbata,Thalia dealbata - Powdery Alligator Flag,OBL
Thalictrum alpinum,Alpine Meadow-Rue,Thalictrum alpinum,Thalictrum alpinum - Alpine Meadow Rue,FACW
Thalictrum dasycarpum,Purple Meadow-Rue,Thalictrum dasycarpum,Thalictrum dasycarpum - Purple Meadow Rue,FAC
Thalictrum dioicum,Early Meadow-Rue,Thalictrum dioicum,Thalictrum dioicum - Early Meadow Rue,FACW
Thalictrum fendleri,Fendler's Meadow-Rue,Thalictrum fendleri,Thalictrum fendleri - Fendler's Meadow Rue,FAC
Thalictrum revolutum,Waxy-Leaf Meadow-Rue,Thalictrum revolutum,Thalictrum revolutum - Waxy Leaf Meadow Rue,FACW
Thalictrum thalictroides,Rue-Anemone,Thalictrum thalictroides,Thalictrum thalictroides - Rue Anemone,FAC
Thalictrum venulosum,Veiny-Leaf Meadow-Rue,Thalictrum venulosum,Thalictrum venulosum - Veiny Leaf Meadow Rue,FAC
Thaspium barbinode,Hairy-Joint Meadow-Parsnip,Thaspium barbinode,Thaspium barbinode - Hairy Joint Meadow Parsnip,FAC
Thelypodium integrifolium,Entire-Leaf Thelypody,Thelypodium integrifolium,Thelypodium integrifolium - Entire Leaf Thelypody,FACW
Thelypodium sagittatum,Arrowhead Thelypody,Thelypodium sagittatum,Thelypodium sagittatum - Arrowhead Thelypody,FACU
Thelypteris kunthii,Kunth's Maiden Fern,Thelypteris kunthii,Thelypteris kunthii - Kunth's Maiden Fern,FAC
Thelypteris ovata,Ovate Marsh Fern,Thelypteris ovata,Thelypteris ovata - Ovate Marsh Fern,FACW
Thelypteris palustris,Eastern Marsh Fern,Thelypteris palustris,Thelypteris palustris - Eastern Marsh Fern,OBL
Thermopsis divaricarpa,Spread-Fruit Golden-Banner,Thermopsis divaricarpa,Thermopsis divaricarpa - Spread Fruit Golden Banner,FAC
Thermopsis rhombifolia,Prairie Golden-Banner,Thermopsis rhombifolia,Thermopsis rhombifolia - Prairie Golden Banner,UPL
Thevetia peruviana,Luckynut,Thevetia peruviana,Thevetia peruviana - Luckynut,UPL
Thlaspi arvense,Field Pennycress,Thlaspi arvense,Thlaspi arvense - Field Pennycress,FACU
Thuja occidentalis,Eastern Arborvitae,Thuja occidentalis,Thuja occidentalis - Eastern Arborvitae,FACW
Thuja plicata,Western Arborvitae,Thuja plicata,Thuja plicata - Western Arborvitae,UPL
Thunbergia alata,Black-Eyed-Susan-Vine,Thunbergia alata,Thunbergia alata - Black Eyed Susan Vine,UPL
Thyrsanthella difformis,Climbing-Dogbane,Thyrsanthella difformis,Thyrsanthella difformis - Climbing Dogbane,FACW
Tiedemannia filiformis,,Tiedemannia filiformis,Tiedemannia filiformis,FACW
Tilia americana,American Basswood,Tilia americana,Tilia americana - American Basswood,FACU
Tillandsia usneoides,Spanish-Moss,Tillandsia usneoides,Tillandsia usneoides - Spanish Moss,UPL
Tipularia discolor,Crippled-Cranefly,Tipularia discolor,Tipularia discolor - Crippled Cranefly,FAC
Tithonia diversifolia,Tree-Marigold,Tithonia diversifolia,Tithonia diversifolia - Tree Marigold,FAC
Torreyochloa pallida,Pale False Manna Grass,Torreyochloa pallida,Torreyochloa pallida - Pale False Manna Grass,OBL
Toxicodendron pubescens,Eastern Poison-Oak,Toxicodendron pubescens,Toxicodendron pubescens - Eastern Poison Oak,FACU
Toxicodendron radicans,Eastern Poison Ivy,Toxicodendron radicans,Toxicodendron radicans - Eastern Poison Ivy,FACU
Toxicodendron rydbergii,Western Poison Ivy,Toxicodendron rydbergii,Toxicodendron rydbergii - Western Poison Ivy,FACU
Toxicoscordion venenosum,Meadow Poison Camas,Toxicoscordion venenosum,Toxicoscordion venenosum - Meadow Poison Camas,FAC
Tradescantia bracteata,Long-Bract Spiderwort,Tradescantia bracteata,Tradescantia bracteata - Long Bract Spiderwort,FACU
Tradescantia edwardsiana,Plateau Spiderwort,Tradescantia edwardsiana,Tradescantia edwardsiana - Plateau Spiderwort,FAC
Tradescantia fluminensis,Small-Leaf Wandering-Jew,Tradescantia fluminensis,Tradescantia fluminensis - Small Leaf Wandering Jew,FAC
