Scientific_Name,Common_Name,name,label,Indicator_Status
Oplopanax horridus,Devil's-Club,Oplopanax horridus,Oplopanax horridus - Devil's-Club,FAC
Orcuttia californica,California Orcutt Grass,Orcuttia californica,Orcuttia californica - California Orcutt Grass,OBL
Orcuttia inaequalis,San Joaquin Valley Orcutt Grass,Orcuttia inaequalis,Orcuttia inaequalis - San Joaquin Valley Orcutt Grass,OBL
Orcuttia pilosa,Hairy Orcutt Grass,Orcuttia pilosa,Orcuttia pilosa - Hairy Orcutt Grass,OBL
Orcuttia tenuis,Slender Orcutt Grass,Orcuttia tenuis,Orcuttia tenuis - Slender Orcutt Grass,OBL
Orcuttia viscida,Sacramento Orcutt Grass,Orcuttia viscida,Orcuttia viscida - Sacramento Orcutt Grass,OBL
Oreostemma alpigenum,Tundra Mountaincrown,Oreostemma alpigenum,Oreostemma alpigenum - Tundra Mountaincrown,FAC
Oreostemma elatum,Plumas Mountaincrown,Oreostemma elatum,Oreostemma elatum - Plumas Mountaincrown,FACW
Ornithogalum umbellatum,Sleepydick,Ornithogalum umbellatum,Ornithogalum umbellatum - Sleepydick,FACU
Orobanche riparia,River Broom-Rape,Orobanche riparia,Orobanche riparia - River Broom-Rape,FACW
Orobanche uniflora,Naked Broom-Rape,Orobanche uniflora,Orobanche uniflora - Naked Broom-Rape,FACU
Orogenia fusiformis,California Indian-Potato,Orogenia fusiformis,Orogenia fusiformis - California Indian-Potato,FACW
Orthilia secunda,Sidebells,Orthilia secunda,Orthilia secunda - Sidebells,FACU
Orthocarpus bracteosus,Rosy Owl-Clover,Orthocarpus bracteosus,Orthocarpus bracteosus - Rosy Owl-Clover,FAC
Orthocarpus luteus,Golden-Tongue Owl-Clover,Orthocarpus luteus,Orthocarpus luteus - Golden-Tongue Owl-Clover,FACU
Oryza sativa,Cultivated Rice,Oryza sativa,Oryza sativa - Cultivated Rice,OBL
Osmorhiza berteroi,Mountain Sweet-Cicely,Osmorhiza berteroi,Osmorhiza berteroi - Mountain Sweet-Cicely,FACU
Osmorhiza longistylis,Aniseroot,Osmorhiza longistylis,Osmorhiza longistylis - Aniseroot,FACU
Osmorhiza purpurea,Purple Sweet-Cicely,Osmorhiza purpurea,Osmorhiza purpurea - Purple Sweet-Cicely,FAC
Ostrya knowltonii,Knowlton's Hop-Hornbeam,Ostrya knowltonii,Ostrya knowltonii - Knowlton's Hop-Hornbeam,FAC
Ottelia alismoides,Duck-Lettuce,Ottelia alismoides,Ottelia alismoides - Duck-Lettuce,OBL
Oxalis corniculata,Creeping Yellow Wood-Sorrel,Oxalis corniculata,Oxalis corniculata - Creeping Yellow Wood-Sorrel,FACU
Oxalis dillenii,Slender Yellow Wood-Sorrel,Oxalis dillenii,Oxalis dillenii - Slender Yellow Wood-Sorrel,FACU
Oxalis oregana,Redwood-Sorrel,Oxalis oregana,Oxalis oregana - Redwood-Sorrel,FACU
Oxalis stricta,Upright Yellow Wood-Sorrel,Oxalis stricta,Oxalis stricta - Upright Yellow Wood-Sorrel,FACU
Oxalis trilliifolia,Trillium-Leaf Wood-Sorrel,Oxalis trilliifolia,Oxalis trilliifolia - Trillium-Leaf Wood-Sorrel,FAC
Oxypolis fendleri,Fendler's Cowbane,Oxypolis fendleri,Oxypolis fendleri - Fendler's Cowbane,FACW
Oxypolis occidentalis,Western Cowbane,Oxypolis occidentalis,Oxypolis occidentalis - Western Cowbane,OBL
Oxyria digyna,Mountain-Sorrel,Oxyria digyna,Oxyria digyna - Mountain-Sorrel,FACU
Oxytropis deflexa,Pendant-Pod Locoweed,Oxytropis deflexa,Oxytropis deflexa - Pendant-Pod Locoweed,FACU
Oxytropis lambertii,Stemless Locoweed,Oxytropis lambertii,Oxytropis lambertii - Stemless Locoweed,UPL
Oxytropis oreophila,Mountain Locoweed,Oxytropis oreophila,Oxytropis oreophila - Mountain Locoweed,FACU
Oxytropis parryi,Parry's Locoweed,Oxytropis parryi,Oxytropis parryi - Parry's Locoweed,FACU
Oxytropis splendens,Whorled Locoweed,Oxytropis splendens,Oxytropis splendens - Whorled Locoweed,FAC
Ozomelis diversifolia,Angle-Leaf Mitrewort,Ozomelis diversifolia,Ozomelis diversifolia - Angle-Leaf Mitrewort,FAC
Ozomelis trifida,Pacific Mitrewort,Ozomelis trifida,Ozomelis trifida - Pacific Mitrewort,FAC
Packera bernardina,San Bernardino Groundsel,Packera bernardina,Packera bernardina - San Bernardino Groundsel,FACU
Packera bolanderi,Bolander's Groundsel,Packera bolanderi,Packera bolanderi - Bolander's Groundsel,FAC
Packera clevelandii,Cleveland's Groundsel,Packera clevelandii,Packera clevelandii - Cleveland's Groundsel,FACW
Packera crocata,Saffron Groundsel,Packera crocata,Packera crocata - Saffron Groundsel,FAC
Packera debilis,Weak-Stem Groundsel,Packera debilis,Packera debilis - Weak-Stem Groundsel,FACW
Packera dimorphophylla,Two-Leaf Groundsel,Packera dimorphophylla,Packera dimorphophylla - Two-Leaf Groundsel,FACU
Packera hartiana,Hart's Groundsel,Packera hartiana,Packera hartiana - Hart's Groundsel,FACW
Packera heterophylla,Dwarf Arctic Groundsel,Packera heterophylla,Packera heterophylla - Dwarf Arctic Groundsel,FACU
Packera indecora,Rayless Mountain Groundsel,Packera indecora,Packera indecora - Rayless Mountain Groundsel,FACW
Packera macounii,Siskiyou Mountain Groundsel,Packera macounii,Packera macounii - Siskiyou Mountain Groundsel,FACU
Packera obovata,Round-Leaf Groundsel,Packera obovata,Packera obovata - Round-Leaf Groundsel,FACU
Packera pauciflora,Rayless Alpine Groundsel,Packera pauciflora,Packera pauciflora - Rayless Alpine Groundsel,FAC
Packera paupercula,Balsam Groundsel,Packera paupercula,Packera paupercula - Balsam Groundsel,FACW
Packera plattensis,Prairie Groundsel,Packera plattensis,Packera plattensis - Prairie Groundsel,UPL
Packera pseudaurea,Streambank Groundsel,Packera pseudaurea,Packera pseudaurea - Streambank Groundsel,FACW
Packera spellenbergii,Carrizo Creek Groundsel,Packera spellenbergii,Packera spellenbergii - Carrizo Creek Groundsel,UPL
Packera streptanthifolia,Rocky Mountain Groundsel,Packera streptanthifolia,Packera streptanthifolia - Rocky Mountain Groundsel,FACU
Packera subnuda,Buek's Groundsel,Packera subnuda,Packera subnuda - Buek's Groundsel,FACW
Packera tampicana,Great Plains Groundsel,Packera tampicana,Packera tampicana - Great Plains Groundsel,FACW
Palmerella debilis,Blue Lobelia,Palmerella debilis,Palmerella debilis - Blue Lobelia,FACW
Pancratium maritimum,Sea-Daffodil,Pancratium maritimum,Pancratium maritimum - Sea-Daffodil,FACU
Panicum amarum,Bitter Panic Grass,Panicum amarum,Panicum amarum - Bitter Panic Grass,FACU
Panicum capillare,Common Panic Grass,Panicum capillare,Panicum capillare - Common Panic Grass,FACU
Panicum coloratum,Blue Panic Grass,Panicum coloratum,Panicum coloratum - Blue Panic Grass,FACW
Panicum dichotomiflorum,Fall Panic Grass,Panicum dichotomiflorum,Panicum dichotomiflorum - Fall Panic Grass,FACW
Panicum flexile,Wiry Panic Grass,Panicum flexile,Panicum flexile - Wiry Panic Grass,FAC
Panicum hallii,Hall's Panic Grass,Panicum hallii,Panicum hallii - Hall's Panic Grass,UPL
Panicum hillmanii,Hillman's Panic Grass,Panicum hillmanii,Panicum hillmanii - Hillman's Panic Grass,FACU
Panicum repens,Torpedo Grass,Panicum repens,Panicum repens - Torpedo Grass,FAC
Panicum virgatum,Wand Panic Grass,Panicum virgatum,Panicum virgatum - Wand Panic Grass,FACW
Parapholis incurva,Curved Sickle Grass,Parapholis incurva,Parapholis incurva - Curved Sickle Grass,FACU
Parapholis strigosa,European Sickle Grass,Parapholis strigosa,Parapholis strigosa - European Sickle Grass,OBL
Parathelypteris nevadensis,,Parathelypteris nevadensis,Erythranthe carsonensis,FAC
Parentucellia viscosa,Yellow Glandweed,Parentucellia viscosa,Parentucellia viscosa - Yellow Glandweed,FAC
Parietaria hespera,Rillita Pellitory,Parietaria hespera,Parietaria hespera - Rillita Pellitory,FACU
Parietaria pensylvanica,Pennsylvania Pellitory,Parietaria pensylvanica,Parietaria pensylvanica - Pennsylvania Pellitory,FACU
Parkinsonia aculeata,Mexican Palo-Verde,Parkinsonia aculeata,Parkinsonia aculeata - Mexican Palo-Verde,FAC
Parnassia cirrata,San Bernardino Grass-of-Parnassus,Parnassia cirrata,Parnassia cirrata - San Bernardino Grass-of-Parnassus,OBL
Parnassia fimbriata,Fringed Grass-of-Parnassus,Parnassia fimbriata,Parnassia fimbriata - Fringed Grass-of-Parnassus,OBL
Parnassia kotzebuei,Kotzebue's Grass-of-Parnassus,Parnassia kotzebuei,Parnassia kotzebuei - Kotzebue's Grass-of-Parnassus,OBL
Parnassia palustris,Marsh Grass-of-Parnassus,Parnassia palustris,Parnassia palustris - Marsh Grass-of-Parnassus,OBL
Parnassia parviflora,Small-Flower Grass-of-Parnassus,Parnassia parviflora,Parnassia parviflora - Small-Flower Grass-of-Parnassus,OBL
Paronychia ahartii,Ahart's Nailwort,Paronychia ahartii,Paronychia ahartii - Ahart's Nailwort,FAC
Parthenium hysterophorus,Santa Maria Feverfew,Parthenium hysterophorus,Parthenium hysterophorus - Santa Maria Feverfew,FAC
Parthenocissus inserta,Thicket-Creeper,Parthenocissus inserta,Parthenocissus inserta - Thicket-Creeper,FACU
Parthenocissus quinquefolia,Virginia-Creeper,Parthenocissus quinquefolia,Parthenocissus quinquefolia - Virginia-Creeper,FAC
Pascopyrum smithii,Western-Wheat Grass,Pascopyrum smithii,Pascopyrum smithii - Western-Wheat Grass,FAC
Paspalum dilatatum,Golden Crown Grass,Paspalum dilatatum,Paspalum dilatatum - Golden Crown Grass,FAC
Paspalum distichum,Jointed Crown Grass,Paspalum distichum,Paspalum distichum - Jointed Crown Grass,FACW
Paspalum notatum,Bahia Grass,Paspalum notatum,Paspalum notatum - Bahia Grass,FAC
Paspalum plicatulum,Brown-Seed Crown Grass,Paspalum plicatulum,Paspalum plicatulum - Brown-Seed Crown Grass,FAC
Paspalum pubiflorum,Hairy-Seed Crown Grass,Paspalum pubiflorum,Paspalum pubiflorum - Hairy-Seed Crown Grass,FACW
Paspalum setaceum,Slender Crown Grass,Paspalum setaceum,Paspalum setaceum - Slender Crown Grass,UPL
Paspalum urvillei,Vasey's Grass,Paspalum urvillei,Paspalum urvillei - Vasey's Grass,FAC
Paspalum vaginatum,Seashore Crown Grass,Paspalum vaginatum,Paspalum vaginatum - Seashore Crown Grass,FACW
Paspalum virgatum,Talquezal,Paspalum virgatum,Paspalum virgatum - Talquezal,FACW
Passiflora arizonica,Arizona Passion-Flower,Passiflora arizonica,Passiflora arizonica - Arizona Passion-Flower,FAC
Paulownia tomentosa,Princesstree,Paulownia tomentosa,Paulownia tomentosa - Princesstree,UPL
Paxistima myrsinites,Oregon Boxleaf,Paxistima myrsinites,Paxistima myrsinites - Oregon Boxleaf,FACU
Pectiantia breweri,,Pectiantia breweri,Eschscholzia minutiflora,FAC
Pectiantia ovalis,,Pectiantia ovalis,Eschscholzia papastillii,OBL
Pectiantia pentandra,,Pectiantia pentandra,Eschscholzia parishii,FACW
Pedicularis attollens,Little Elephant's-Head,Pedicularis attollens,Pedicularis attollens - Little Elephant's-Head,OBL
Pedicularis contorta,White Coil-Beak Lousewort,Pedicularis contorta,Pedicularis contorta - White Coil-Beak Lousewort,FACU
Pedicularis crenulata,Purple-Flower Lousewort,Pedicularis crenulata,Pedicularis crenulata - Purple-Flower Lousewort,FACW
Pedicularis fluviatilis,Marsh Lousewort,Pedicularis fluviatilis,Pedicularis fluviatilis - Marsh Lousewort,FAC
Pedicularis groenlandica,Bull Elephant's-Head,Pedicularis groenlandica,Pedicularis groenlandica - Bull Elephant's-Head,OBL
Pedicularis parryi,Parry's Lousewort,Pedicularis parryi,Pedicularis parryi - Parry's Lousewort,FACU
Pedicularis procera,Giant Lousewort,Pedicularis procera,Pedicularis procera - Giant Lousewort,FACU
Pedicularis scopulorum,Rocky Mountain Lousewort,Pedicularis scopulorum,Pedicularis scopulorum - Rocky Mountain Lousewort,FACW
Pellaea ternifolia,Trans-Pecos Cliffbrake,Pellaea ternifolia,Pellaea ternifolia - Trans-Pecos Cliffbrake,FACU
Peltandra virginica,Green Arrow-Arum,Peltandra virginica,Peltandra virginica - Green Arrow-Arum,OBL
Penstemon attenuatus,Sulphur Beardtongue,Penstemon attenuatus,Penstemon attenuatus - Sulphur Beardtongue,FACU
Penstemon baccharifolius,Baccharis-Leaf Beardtongue,Penstemon baccharifolius,Penstemon baccharifolius - Baccharis-Leaf Beardtongue,FACU
Penstemon globosus,Globe Beardtongue,Penstemon globosus,Penstemon globosus - Globe Beardtongue,FAC
Penstemon gracilis,Lilac Beardtongue,Penstemon gracilis,Penstemon gracilis - Lilac Beardtongue,UPL
Penstemon heterodoxus,Sierran Beardtongue,Penstemon heterodoxus,Penstemon heterodoxus - Sierran Beardtongue,FACU
Penstemon lyallii,Lyall's Beardtongue,Penstemon lyallii,Penstemon lyallii - Lyall's Beardtongue,FACU
Penstemon procerus,Pincushion Beardtongue,Penstemon procerus,Penstemon procerus - Pincushion Beardtongue,FAC
Penstemon pseudoputus,Kaibab Plateau Beardtongue,Penstemon pseudoputus,Penstemon pseudoputus - Kaibab Plateau Beardtongue,FACU
Penstemon rydbergii,Meadow Beardtongue,Penstemon rydbergii,Penstemon rydbergii - Meadow Beardtongue,FACU
Penstemon serrulatus,Cascade Beardtongue,Penstemon serrulatus,Penstemon serrulatus - Cascade Beardtongue,FACU
Penstemon virgatus,Upright Blue Beardtongue,Penstemon virgatus,Penstemon virgatus - Upright Blue Beardtongue,FACU
Penstemon whippleanus,Dark Beardtongue,Penstemon whippleanus,Penstemon whippleanus - Dark Beardtongue,FACU
Pentachaeta fragilis,Fragile Pygmy Daisy,Pentachaeta fragilis,Pentachaeta fragilis - Fragile Pygmy Daisy,FAC
Perideridia californica,California Yampah,Perideridia californica,Perideridia californica - California Yampah,FACW
Perideridia gairdneri,Common Yampah,Perideridia gairdneri,Perideridia gairdneri - Common Yampah,FAC
Perideridia howellii,Howell's Yampah,Perideridia howellii,Perideridia howellii - Howell's Yampah,FACW
Perideridia parishii,Parish's Yampah,Perideridia parishii,Perideridia parishii - Parish's Yampah,FAC
Peritoma jonesii,Jones' Beeplant,Peritoma jonesii,Peritoma jonesii - Jones' Beeplant,FACU
Peritoma lutea,Yellow Beeplant,Peritoma lutea,Peritoma lutea - Yellow Beeplant,FACU
Peritoma multicaulis,Playa Beeplant,Peritoma multicaulis,Peritoma multicaulis - Playa Beeplant,FACW
Peritoma serrulata,Rocky Mountain Beeplant,Peritoma serrulata,Peritoma serrulata - Rocky Mountain Beeplant,FACU
Persicaria amphibia,Water Smartweed,Persicaria amphibia,Persicaria amphibia - Water Smartweed,OBL
Persicaria arifolia,Halberd-Leaf Tearthumb,Persicaria arifolia,Persicaria arifolia - Halberd-Leaf Tearthumb,OBL
Persicaria bicornis,Pink Knotweed,Persicaria bicornis,Persicaria bicornis - Pink Knotweed,FACW
Persicaria capitata,Pink-Head Smartweed,Persicaria capitata,Persicaria capitata - Pink-Head Smartweed,FACU
Persicaria glabra,Smooth Smartweed,Persicaria glabra,Persicaria glabra - Smooth Smartweed,OBL
Persicaria hydropiper,Mild Water-Pepper,Persicaria hydropiper,Persicaria hydropiper - Mild Water-Pepper,OBL
Persicaria hydropiperoides,Swamp Smartweed,Persicaria hydropiperoides,Persicaria hydropiperoides - Swamp Smartweed,OBL
Persicaria lapathifolia,Dock-Leaf Smartweed,Persicaria lapathifolia,Persicaria lapathifolia - Dock-Leaf Smartweed,FACW
Persicaria maculosa,Spotted Lady's-Thumb,Persicaria maculosa,Persicaria maculosa - Spotted Lady's-Thumb,FACW
Persicaria orientalis,Kiss-Me-Over-the-Garden-Gate,Persicaria orientalis,Persicaria orientalis - Kiss-Me-Over-the-Garden-Gate,FACW
Persicaria pensylvanica,Pinkweed,Persicaria pensylvanica,Persicaria pensylvanica - Pinkweed,FACW
Persicaria punctata,Dotted Smartweed,Persicaria punctata,Persicaria punctata - Dotted Smartweed,OBL
Persicaria robustior,Stout Smartweed,Persicaria robustior,Persicaria robustior - Stout Smartweed,OBL
Persicaria sagittata,Arrow-Leaf Tearthumb,Persicaria sagittata,Persicaria sagittata - Arrow-Leaf Tearthumb,OBL
Persicaria setacea,Bog Smartweed,Persicaria setacea,Persicaria setacea - Bog Smartweed,OBL
Persicaria wallichii,Garden Smartweed,Persicaria wallichii,Persicaria wallichii - Garden Smartweed,FAC
Petasites frigidus,Arctic Sweet-Colt's-Foot,Petasites frigidus,Petasites frigidus - Arctic Sweet-Colt's-Foot,FACW
Phacelia amabilis,Saline Valley Scorpion-Weed,Phacelia amabilis,Phacelia amabilis - Saline Valley Scorpion-Weed,FACU
Phacelia heterophylla,Variable-Leaf Scorpion-Weed,Phacelia heterophylla,Phacelia heterophylla - Variable-Leaf Scorpion-Weed,FACU
Phacelia inundata,Playa Yellow Scorpion-Weed,Phacelia inundata,Phacelia inundata - Playa Yellow Scorpion-Weed,FACW
Phacelia inyoensis,Inyo Yellow Scorpion-Weed,Phacelia inyoensis,Phacelia inyoensis - Inyo Yellow Scorpion-Weed,FAC
Phacelia lemmonii,Lemmon's Scorpion-Weed,Phacelia lemmonii,Phacelia lemmonii - Lemmon's Scorpion-Weed,FACU
Phacelia orogenes,Mountain Scorpion-Weed,Phacelia orogenes,Phacelia orogenes - Mountain Scorpion-Weed,FACU
Phacelia parishii,Parish's Scorpion-Weed,Phacelia parishii,Phacelia parishii - Parish's Scorpion-Weed,FACU
Phacelia procera,Tall Scorpion-Weed,Phacelia procera,Phacelia procera - Tall Scorpion-Weed,FAC
Phacelia ramosissima,Branched Scorpion-Weed,Phacelia ramosissima,Phacelia ramosissima - Branched Scorpion-Weed,FACU
Phacelia tetramera,Four-Part Yellow Scorpion-Weed,Phacelia tetramera,Phacelia tetramera - Four-Part Yellow Scorpion-Weed,FAC
Phalacroseris bolanderi,Bolander's Mock Dandelion,Phalacroseris bolanderi,Phalacroseris bolanderi - Bolander's Mock Dandelion,OBL
Phalaris angusta,Timothy Canary Grass,Phalaris angusta,Phalaris angusta - Timothy Canary Grass,FACW
Phalaris aquatica,Harding Grass,Phalaris aquatica,Phalaris aquatica - Harding Grass,FACU
Phalaris arundinacea,Reed Canary Grass,Phalaris arundinacea,Phalaris arundinacea - Reed Canary Grass,FACW
Phalaris brachystachys,Short-Spike Canary Grass,Phalaris brachystachys,Phalaris brachystachys - Short-Spike Canary Grass,FACW
Phalaris californica,California Canary Grass,Phalaris californica,Phalaris californica - California Canary Grass,FAC
Phalaris canariensis,Common Canary Grass,Phalaris canariensis,Phalaris canariensis - Common Canary Grass,FACU
Phalaris caroliniana,May Grass,Phalaris caroliniana,Phalaris caroliniana - May Grass,FACW
Phalaris lemmonii,Lemmon's Canary Grass,Phalaris lemmonii,Phalaris lemmonii - Lemmon's Canary Grass,FACW
Phalaris paradoxa,Mediterranean Canary Grass,Phalaris paradoxa,Phalaris paradoxa - Mediterranean Canary Grass,FAC
Phegopteris connectilis,Narrow Beech Fern,Phegopteris connectilis,Phegopteris connectilis - Narrow Beech Fern,FACU
Phippsia algida,Ice Grass,Phippsia algida,Phippsia algida - Ice Grass,OBL
Phleum alpinum,Mountain Timothy,Phleum alpinum,Phleum alpinum - Mountain Timothy,FAC
Phleum pratense,Common Timothy,Phleum pratense,Phleum pratense - Common Timothy,FACU
Phlox idahonis,Clearwater Phlox,Phlox idahonis,Phlox idahonis - Clearwater Phlox,FACW
Phlox kelseyi,Marsh Phlox,Phlox kelseyi,Phlox kelseyi - Marsh Phlox,FACW
Phlox paniculata,Fall Phlox,Phlox paniculata,Phlox paniculata - Fall Phlox,FACU
Phlox pilosa,Downy Phlox,Phlox pilosa,Phlox pilosa - Downy Phlox,FAC
Phragmites australis,Common Reed,Phragmites australis,Phragmites australis - Common Reed,FACW
Phragmites karka,Tropical Reed,Phragmites karka,Phragmites karka - Tropical Reed,OBL
Phryma leptostachya,American Lopseed,Phryma leptostachya,Phryma leptostachya - American Lopseed,FACU
Phyla cuneifolia,Wedgeleaf,Phyla cuneifolia,Phyla cuneifolia - Wedgeleaf,FAC
Phyla fruticosa,Diamond-Leaf Frogfruit,Phyla fruticosa,Phyla fruticosa - Diamond-Leaf Frogfruit,FAC
Phyla lanceolata,Northern Frogfruit,Phyla lanceolata,Phyla lanceolata - Northern Frogfruit,OBL
Phyla nodiflora,Turkey-Tangle,Phyla nodiflora,Phyla nodiflora - Turkey-Tangle,FACW
Phyllanthus caroliniensis,Carolina Leaf-Flower,Phyllanthus caroliniensis,Phyllanthus caroliniensis - Carolina Leaf-Flower,FAC
Phyllodoce breweri,Red Mountain-Heath,Phyllodoce breweri,Phyllodoce breweri - Red Mountain-Heath,FAC
Phyllodoce empetriformis,Pink Mountain-Heath,Phyllodoce empetriformis,Phyllodoce empetriformis - Pink Mountain-Heath,FACU
Phyllodoce glanduliflora,Yellow Mountain-Heath,Phyllodoce glanduliflora,Phyllodoce glanduliflora - Yellow Mountain-Heath,FACU
Phyllospadix scouleri,Scouler's Surf-Grass,Phyllospadix scouleri,Phyllospadix scouleri - Scouler's Surf-Grass,OBL
Phyllospadix torreyi,Torrey's Surf-Grass,Phyllospadix torreyi,Phyllospadix torreyi - Torrey's Surf-Grass,OBL
Physalis angulata,Cut-Leaf Ground-Cherry,Physalis angulata,Physalis angulata - Cut-Leaf Ground-Cherry,UPL
Physalis peruviana,Peruvian Ground-Cherry,Physalis peruviana,Physalis peruviana - Peruvian Ground-Cherry,UPL
Physalis philadelphica,Mexican Ground-Cherry,Physalis philadelphica,Physalis philadelphica - Mexican Ground-Cherry,UPL
Physalis pubescens,Husk-Tomato,Physalis pubescens,Physalis pubescens - Husk-Tomato,FACU
Physocarpus capitatus,Pacific Ninebark,Physocarpus capitatus,Physocarpus capitatus - Pacific Ninebark,FACW
